S-1	S-10	S-11	S-12	S-17	S-18	S-19	S-2	S-20	S-21	S-22	S-23	S-24	S-25	S-26	S-27	S-28	S-29	S-3	S-30	S-31	S-32	S-33	S-34	S-35	S-36	S-37	S-38	S-39	S-4	S-40	S-5	S-6	S-7	S-8	S-9	taxonomy
1	0	37	69	17	11	0	0	5	31	3	3	59	1	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	0	4	Campilobacterota; Campylobacteria; Campylobacterales; Arcobacteraceae; Malaciobacter
0	1	0	0	26	13	0	0	5	69	3	0	0	0	0	0	1	0	48	0	1	28	0	10	0	0	0	0	0	6	0	0	0	31	7	0	Proteobacteria; Gammaproteobacteria
0	0	0	0	0	0	31	0	0	0	0	69	0	0	9	0	0	2	0	0	0	0	33	0	0	0	0	0	29	0	1	0	2	0	0	59	Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidetes BD2-2
0	22	0	0	0	0	0	0	69	0	0	1	56	66	3	7	0	1	1	0	0	0	1	0	0	2	0	0	0	0	0	0	2	0	0	1	Desulfobacterota; Desulfobacteria; Desulfobacterales; Desulfosarcinaceae; Sva0081 sediment group
0	10	0	0	0	0	0	0	50	1	0	0	69	43	2	2	0	0	2	0	0	0	3	0	6	25	0	0	0	0	0	0	0	0	1	0	Desulfobacterota; Desulfobacteria; Desulfobacterales; Desulfosarcinaceae; Sva0081 sediment group
0	0	0	0	0	0	0	0	0	3	18	0	0	0	0	0	0	0	0	0	23	0	0	49	0	0	68	0	0	0	0	0	0	0	38	0	Proteobacteria; Gammaproteobacteria
2	0	0	0	0	2	10	0	0	8	9	0	0	0	0	2	68	0	0	0	0	8	0	1	0	0	0	0	2	18	0	4	2	45	0	0	Proteobacteria; Gammaproteobacteria; BD7-8
68	0	10	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	Desulfobacterota; Desulfobacteria; Desulfobacterales; Desulfobacteraceae; Desulfotignum
6	0	0	0	0	0	19	0	1	0	1	0	0	0	0	1	14	0	0	0	0	0	0	0	0	0	0	0	2	0	0	68	16	0	0	0	SAR324 clade(Marine group B)
0	0	0	3	0	0	0	0	0	0	0	68	3	0	9	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	33	Desulfobacterota; Desulfobacteria; Desulfobacterales; Desulfosarcinaceae; SEEP-SRB1
0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	1	1	0	0	0	2	0	0	0	0	1	0	0	0	17	0	3	1	31	1	0	Proteobacteria; Gammaproteobacteriaitrosococcalesitrosococcaceae; AqS1
24	0	0	0	0	1	15	0	0	0	9	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	68	3	0	0	Desulfobacterota; Desulfobulbia; Desulfobulbales; Desulfocapsaceae
48	0	56	68	5	2	0	24	0	2	5	0	0	0	0	0	0	1	0	0	6	24	0	3	0	0	0	0	0	35	0	0	0	8	51	0	Proteobacteria; Gammaproteobacteria; Ectothiorhodospirales; Ectothiorhodospiraceae; Halofilum
0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	1	2	0	21	0	6	0	0	0	68	0	0	0	0	0	0	0	Firmicutes; Bacilli; Bacillales; Bacillaceae
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	2	0	0	68	0	2	0	0	0	Chloroflexi; Gitt-GS-136
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	2	0	0	68	0	0	0	2	0	Entotheonellaeota; Entotheonellia; Entotheonellales; Entotheonellaceae; Candidatus Entotheonella
1	0	18	37	1	7	0	1	1	9	2	0	0	0	0	0	0	3	4	19	59	0	0	4	0	0	57	68	0	1	0	0	0	0	8	0	Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae
0	0	0	0	15	5	12	0	2	41	11	0	0	0	0	3	18	0	16	0	3	28	0	33	0	0	1	3	3	22	0	2	1	68	2	0	Actinobacteriota; Acidimicrobiia; Microtrichales; Ilumatobacteraceae; Ilumatobacter
11	0	0	0	10	3	68	0	0	0	33	4	0	0	2	10	5	0	0	0	0	0	1	0	0	0	0	0	19	4	0	29	57	0	10	3	Proteobacteria; Gammaproteobacteria; B2M28
0	0	2	0	68	22	0	0	2	23	8	0	0	0	0	0	0	0	7	0	18	0	0	0	0	0	39	5	0	15	0	0	0	0	6	0	Acidobacteriota; Thermoanaerobaculia; Thermoanaerobaculales; Thermoanaerobaculaceae
39	0	7	2	0	0	0	68	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	Proteobacteria; Gammaproteobacteria
19	0	0	0	0	0	1	1	2	0	6	24	1	0	6	3	0	1	0	0	0	0	36	0	1	0	0	0	6	2	2	13	68	0	0	14	Proteobacteria; Gammaproteobacteria; KI89A clade
0	0	0	0	8	1	0	0	1	4	0	0	0	0	0	0	0	1	4	9	3	6	0	35	0	0	0	67	0	1	15	0	0	3	7	0	Proteobacteria; Alphaproteobacteria
7	0	0	0	0	0	37	0	1	0	1	1	0	0	0	3	16	0	0	0	0	2	0	0	0	0	0	0	4	8	0	67	12	6	0	0	Proteobacteria; Gammaproteobacteriaitrosococcalesitrosococcaceae; AqS1
0	20	0	0	0	0	0	0	67	0	0	1	5	7	0	9	0	0	2	0	1	0	5	0	13	13	0	0	0	0	0	0	1	0	0	0	Gemmatimonadota; PAUC43f marine benthic group
0	0	0	0	0	1	0	0	1	7	2	0	0	0	0	0	0	0	11	1	6	0	0	18	0	0	2	9	1	0	0	0	0	0	67	0	Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae
2	0	0	0	29	4	0	0	0	4	0	0	0	0	0	0	0	0	67	0	0	1	0	2	0	0	0	1	0	0	0	0	0	2	1	0	Proteobacteria; Gammaproteobacteria; Cellvibrionales; Porticoccaceae
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	25	0	2	1	0	0	1	0	0	0	16	0	0	67	0	0	0	0	0	Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Limibaculum
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	2	0	0	0	67	0	0	0	0	0	0	0	Firmicutes; Bacilli; Bacillales; Bacillaceae; Geobacillus
1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	31	0	0	0	0	0	67	0	0	0	0	0	0	1	3	0	Cyanobacteria; Cyanobacteriia; Phormidesmialesodosilineaceaeodosilinea PCC-7104
1	0	25	67	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Proteobacteria; Gammaproteobacteria
0	67	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	5	Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae
0	0	3	67	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0	0	0	0	1	0	0	0	1	1	0	Actinobacteriota; Acidimicrobiia
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	Actinobacteriota; Rubrobacteria; Rubrobacterales; Rubrobacteriaceae; Rubrobacter
28	3	0	0	13	10	2	8	4	0	67	5	2	1	1	4	3	0	0	0	3	0	3	0	4	1	0	0	7	35	0	23	51	65	0	2	Proteobacteria; Gammaproteobacteria; B2M28
11	2	0	0	0	9	7	3	3	1	5	28	7	4	19	8	3	1	1	0	0	1	67	0	9	3	0	0	17	8	1	21	32	14	0	17	Proteobacteria; Alphaproteobacteria; Puniceispirillales; EF100-94H03
1	17	0	0	0	0	0	1	62	0	0	4	67	58	3	4	0	0	0	0	0	0	1	0	5	22	0	0	0	0	0	0	1	0	0	3	Desulfobacterota; Desulfobacteria; Desulfobacterales; Desulfosarcinaceae; Sva0081 sediment group
0	32	0	0	0	0	0	0	58	0	0	5	67	32	5	3	0	1	3	0	0	0	0	0	4	20	0	0	0	0	0	0	0	0	0	3	Acidobacteriota; Thermoanaerobaculia; Thermoanaerobaculales; Thermoanaerobaculaceae; Subgroup 23
20	0	0	0	10	25	0	30	0	0	56	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	67	0	0	0	1	0	0	Gemmatimonadota; BD2-11 terrestrial group
0	21	0	1	0	0	0	1	34	0	0	5	25	18	1	9	0	0	3	0	0	0	2	0	24	67	0	0	0	0	0	0	0	0	0	3	Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Robiginitalea
1	0	66	61	0	2	0	4	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	12	0	0	4	0	0	0	0	1	0	Proteobacteria; Alphaproteobacteria
5	66	0	0	0	0	0	4	2	3	0	1	1	2	2	4	1	0	25	0	1	7	3	5	8	9	0	0	2	7	0	1	0	6	0	6	Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Gilvibacter
0	0	0	0	0	0	1	0	0	0	0	38	0	0	4	0	0	0	0	0	0	0	66	1	0	0	0	0	2	0	0	1	3	0	0	52	Proteobacteria; Gammaproteobacteria
4	1	0	0	2	2	7	0	0	0	1	0	0	0	0	1	66	0	0	0	0	4	0	4	0	0	0	0	51	5	2	9	4	3	0	0	Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae
1	3	0	0	23	4	0	0	3	26	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	4	0	14	0	0	1	7	0	0	Desulfobacterota; Desulfuromonadia; Geopsychrobacteraceae
1	0	66	17	4	3	0	1	1	1	5	5	2	1	1	0	0	0	1	0	0	0	8	0	0	3	1	0	0	0	0	1	2	1	4	1	Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Sporosalibacterium
21	0	19	66	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	20	0	0	0	0	0	0	Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Jannaschia
0	0	0	0	0	0	0	0	10	66	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	9	0	0	0	18	0	0	Myxococcota; Polyangia; Polyangiales; BIrii41
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	1	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Limibaculum
1	0	22	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Acidobacteriota
0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	66	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	1	3	0	0	Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteroidota; Rhodothermia; Balneolales; Balneolaceae; Aliifodinibius
1	1	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	66	0	0	2	Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Ulvibacter
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	66	0	1	0	0	0	0	0	Firmicutes; Bacilli; Bacillales; Bacillaceae; Fictibacillus
11	25	0	0	0	0	0	63	66	0	2	12	24	30	9	31	0	0	5	0	7	0	5	0	11	16	0	0	0	13	0	0	7	0	1	6	Gemmatimonadota; BD2-11 terrestrial group
10	6	0	0	0	0	4	0	2	0	0	61	11	4	37	9	0	0	0	0	0	0	50	0	2	6	0	0	0	0	0	24	66	0	0	43	Proteobacteria; Gammaproteobacteria; Ectothiorhodospirales; Ectothiorhodospiraceae; Thiogranum
11	2	1	0	0	0	22	3	2	1	1	38	2	2	21	10	4	0	1	0	0	0	12	0	0	0	0	0	5	1	0	33	66	0	0	23	Proteobacteria; Gammaproteobacteria; BD7-8
0	0	0	0	22	38	0	0	0	8	4	0	0	0	0	0	0	2	14	1	13	0	0	6	0	0	66	7	0	1	26	0	0	2	4	0	Proteobacteria; Alphaproteobacteria
9	0	5	0	14	2	0	9	0	1	5	0	0	2	0	1	0	7	0	0	17	0	0	0	0	0	3	1	0	2	0	0	0	0	65	0	Proteobacteria; Gammaproteobacteria; Alteromonadales; Marinobacteraceae; Marinobacter
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	4	0	0	0	65	0	0	0	0	0	0	0	Firmicutes; Bacilli; Bacillales; Bacillaceae; Geobacillus
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0	2	0	0	0	0	0	0	0	65	0	0	1	0	0	0	0	0	Proteobacteria; Alphaproteobacteria; Rhizobiales; Amb-16S-1323
0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	12	0	0	0	1	0	0	0	65	1	0	0	0	1	0	0	0	Chloroflexi; Chloroflexia; Thermomicrobiales; AKYG1722
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	65	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Salinimicrobium
57	0	11	1	65	30	1	13	0	5	15	0	0	0	0	0	5	0	1	0	1	5	0	0	0	0	0	0	0	46	0	0	0	28	12	0	Proteobacteria; Gammaproteobacteria; BD7-8
11	0	0	0	2	0	31	0	1	0	11	10	0	0	7	6	11	1	0	0	1	4	19	0	0	0	0	0	60	0	3	44	65	2	0	12	Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae
7	28	7	35	0	0	0	21	65	0	0	8	16	23	7	28	0	0	4	0	0	0	7	0	14	9	0	0	0	11	0	0	0	0	0	3	Proteobacteria; Alphaproteobacteria
1	55	0	0	0	0	0	0	25	0	0	5	31	12	5	3	0	0	14	0	0	0	0	0	12	65	0	0	1	0	0	0	0	0	0	13	Proteobacteria; Gammaproteobacteria
6	1	0	0	0	2	30	0	1	0	0	65	2	3	12	3	8	1	0	1	0	8	12	0	0	0	0	0	0	1	0	20	22	4	2	33	Proteobacteria; Alphaproteobacteria
0	0	0	0	65	4	2	0	1	25	2	0	0	0	0	0	3	0	10	5	11	12	0	23	0	0	10	20	0	1	0	6	1	3	12	0	Proteobacteria; Alphaproteobacteria
1	0	0	0	30	64	1	0	0	3	8	0	0	0	0	1	0	0	11	0	1	28	0	2	0	0	0	0	0	4	0	1	3	25	2	0	Proteobacteria; Alphaproteobacteria; Kordiimonadales; Kordiimonadaceae; Kordiimonas
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	12	7	0	0	0	1	0	1	64	0	0	39	0	0	0	0	0	Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas
7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	3	0	0	0	0	0	5	35	0	15	14	64	0	11	Proteobacteria; Gammaproteobacteria; Alteromonadales; Colwelliaceae; Thalassotalea
0	0	0	0	0	1	4	0	0	7	10	0	0	0	0	1	64	0	0	0	0	1	0	2	0	0	0	0	0	5	0	2	0	20	0	0	Proteobacteria; Gammaproteobacteria
1	64	0	0	0	0	0	3	2	0	0	2	1	2	0	6	0	0	5	0	0	0	1	0	2	2	0	0	0	1	0	0	5	0	0	4	Bacteroidota; Bacteroidia; Chitinophagales; Saprospiraceae; Portibacter
1	0	0	0	0	1	1	1	0	0	64	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	11	0	0	0	0	1	0	Desulfobacterota; Desulfuromonadia; Geothermobacteraceae; Geothermobacter
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	64	0	2	0	0	0	0	0	Firmicutes; Bacilli; Bacillales; Bacillaceae; Fictibacillus
0	0	0	0	25	28	0	0	4	24	1	0	0	0	0	0	0	0	64	0	57	21	0	25	0	0	33	9	0	4	0	0	0	3	58	0	Proteobacteria; Gammaproteobacteria
10	1	0	0	0	1	39	0	3	0	18	2	1	0	1	11	7	1	1	0	1	2	1	0	1	0	0	0	36	3	0	64	61	9	1	2	NB1-j
0	0	0	0	28	8	0	0	2	19	3	0	0	0	0	2	2	0	64	0	0	27	0	15	0	0	2	0	0	19	0	0	0	53	16	0	Entotheonellaeota; Entotheonellia; Entotheonellales; Entotheonellaceae; Candidatus Entotheonella
0	1	0	0	57	11	64	0	1	9	13	1	0	0	0	0	10	0	5	0	1	51	0	0	0	0	0	0	0	6	0	5	1	21	2	0	Acidobacteriota; Thermoanaerobaculia; Thermoanaerobaculales; Thermoanaerobaculaceae; Subgroup 10
6	10	0	0	1	0	1	0	6	0	11	28	2	2	27	5	0	1	1	0	2	1	64	0	5	2	0	0	0	7	0	6	21	9	15	9	Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae
0	1	0	0	0	0	0	0	0	0	0	64	3	0	45	4	0	0	0	0	0	0	46	0	0	1	0	0	0	0	0	3	6	0	0	47	Bacteroidota; Bacteroidia
8	0	0	0	0	0	43	0	0	0	3	0	0	0	0	2	41	1	0	0	0	0	0	0	0	0	0	0	19	1	0	64	29	7	0	0	Desulfobacterota; Desulfuromonadia
1	32	0	0	0	0	0	0	64	0	0	11	12	16	11	38	0	6	3	0	1	0	5	0	3	2	0	0	0	0	0	0	0	0	0	5	Bacteroidota; Rhodothermia; Balneolales; Balneolaceae
0	0	0	0	0	0	2	0	13	25	12	0	0	0	0	63	0	5	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio
2	1	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	3	5	63	1	0	0	2	0	0	5	18	0	4	0	0	0	4	2	0	Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae
0	63	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	63	3	0	0	Acidobacteriota; Holophagae; Acanthopleuribacterales; Acanthopleuribacteraceae; Acanthopleuribacter
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	1	1	63	0	0	Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae
25	3	0	0	7	3	1	6	4	10	24	20	3	4	15	1	6	0	4	0	4	3	11	27	13	12	1	0	23	7	0	20	63	19	5	19	Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae
11	0	0	0	0	4	0	4	1	0	2	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	63	0	0	1	0	0	0	Gemmatimonadota; BD2-11 terrestrial group
33	0	11	17	22	12	1	7	3	3	26	0	0	0	0	0	2	1	6	0	16	5	0	36	0	0	6	14	0	24	0	0	0	27	63	0	Gemmatimonadota; BD2-11 terrestrial group
22	0	22	0	28	13	0	1	1	20	8	0	0	1	0	0	1	0	5	1	2	4	0	14	0	0	0	13	0	11	0	0	0	5	63	0	Proteobacteria; Gammaproteobacteria; Alteromonadales; Marinobacteraceae; Marinobacter
4	0	3	28	2	11	0	1	1	5	1	0	0	0	0	0	0	27	8	5	20	0	0	2	0	0	43	63	0	4	9	0	0	2	6	0	Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Limibaculum
0	0	0	0	13	3	63	0	2	2	31	0	0	0	0	16	41	2	3	0	2	8	0	0	1	1	0	0	16	12	0	9	2	26	2	0	Proteobacteria; Alphaproteobacteria; Kiloniellales; Kiloniellaceae; Pelagibius
5	2	0	0	1	5	43	0	3	0	63	2	2	1	2	14	14	0	0	0	6	1	0	0	0	0	0	0	11	6	1	21	30	1	5	0	Proteobacteria; Alphaproteobacteria
0	46	0	0	0	0	0	2	19	0	0	1	63	55	2	4	0	0	2	0	0	0	0	0	6	16	0	0	0	0	0	0	1	0	0	2	Proteobacteria; Gammaproteobacteria
1	0	0	0	0	0	0	0	0	0	0	44	4	1	62	4	0	0	0	0	0	0	23	0	1	0	0	0	1	0	0	0	5	0	0	41	Proteobacteria; Gammaproteobacteria
0	0	0	0	14	0	0	0	0	0	3	0	0	0	0	0	0	0	49	0	22	0	0	7	0	0	62	0	0	0	0	0	0	1	21	0	Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae
0	0	0	0	0	0	0	0	0	0	0	59	0	1	13	0	0	2	0	0	0	0	62	0	0	1	0	0	1	0	0	2	1	0	0	7	Myxococcota; Polyangia
0	0	0	0	62	3	5	0	0	24	0	0	0	0	0	0	3	0	12	0	0	3	0	3	0	0	0	0	0	2	0	2	3	10	0	0	Proteobacteria
0	0	0	0	0	0	0	0	0	0	0	62	6	0	5	0	0	2	0	0	0	1	18	0	1	0	0	0	0	0	0	0	0	0	0	28	Desulfobacterota; Desulfobacteria; Desulfobacterales; Desulfosarcinaceae
0	0	62	52	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteroidota; Rhodothermia; Balneolales; Balneolaceae
0	0	7	8	2	62	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Proteobacteria; Gammaproteobacteria; HOC36
0	62	0	0	0	0	0	0	1	0	0	2	0	4	2	0	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	1	5	0	0	0	Bacteroidota; Bacteroidia; Chitinophagales; Saprospiraceae; Lewinella
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	2	0	0	0	0	0	0	0	3	0	0	11	0	0	0	0	0	Proteobacteria; Gammaproteobacteria; Gammaproteobacteria Incertae Sedis; Unknown Family_4; Acidibacter
0	62	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	Desulfobacterota; Desulfobulbia; Desulfobulbales; Desulfocapsaceae
0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	5	1	0	1	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	Bacteroidota; Bacteroidia
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	1	0	0	62	0	0	0	0	0	Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae
7	62	0	1	0	0	0	2	25	0	1	12	12	14	25	14	2	3	10	0	1	0	23	1	56	10	1	0	11	4	2	18	39	0	1	30	Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae
8	62	0	0	0	0	0	4	24	0	0	31	9	11	41	12	0	0	6	0	4	0	10	0	4	5	0	0	2	6	0	14	5	1	1	36	Proteobacteria; Gammaproteobacteria
3	0	0	0	0	0	40	0	2	1	1	53	1	0	9	1	0	2	0	0	1	1	60	0	0	1	0	0	62	0	0	4	10	0	0	39	Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae
62	3	0	0	0	0	0	60	0	0	1	23	0	1	34	2	0	0	1	0	1	0	10	0	1	0	0	0	0	36	0	3	0	0	0	34	Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidetes BD2-2
4	25	0	1	0	0	0	4	29	0	0	10	27	22	3	7	0	4	0	0	1	0	6	0	22	62	0	0	0	2	0	3	5	0	0	4	Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae
1	62	0	0	0	0	0	0	21	0	0	4	15	49	1	4	0	0	6	0	2	0	1	0	44	38	0	0	0	1	0	1	1	0	1	7	Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Ulvibacter
4	0	0	0	25	19	3	1	0	0	51	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	62	0	0	0	4	2	0	Desulfobacterota; Desulfuromonadia
4	62	0	0	0	0	0	0	18	0	2	9	10	6	7	11	0	5	5	0	0	0	7	0	9	22	0	0	0	0	0	19	39	0	0	12	Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae
1	0	0	0	1	12	0	1	0	0	0	0	0	0	0	0	0	62	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	2	0	Proteobacteria; Alphaproteobacteria; Kiloniellales; Fodinicurvataceae; Rhodovibrio
0	0	0	0	17	0	0	0	3	61	2	0	0	0	0	0	0	2	7	3	4	2	0	20	0	0	1	44	0	0	0	0	0	1	2	0	Proteobacteria; Alphaproteobacteria; Rhizobiales
7	0	22	61	10	11	0	4	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	8	0	0	0	Proteobacteria; Alphaproteobacteria
0	0	19	1	0	9	0	0	0	11	1	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	61	0	0	0	0	0	0	0	1	0	Proteobacteria; Gammaproteobacteria; HOC36
4	0	0	0	0	0	23	0	0	0	0	2	0	0	0	1	1	1	0	1	0	0	6	0	1	0	0	1	61	0	1	1	4	0	0	4	Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae
0	3	0	0	0	0	0	0	0	0	0	2	0	1	1	5	0	0	3	0	1	0	3	0	4	1	0	0	2	0	0	9	7	0	2	61	Verrucomicrobiota; Verrucomicrobiae; Verrucomicrobiales; Rubritaleaceae
4	0	61	17	0	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	Proteobacteria; Gammaproteobacteria
24	50	0	0	0	1	0	14	61	0	15	38	18	13	49	15	0	2	4	0	14	0	17	0	44	19	0	0	0	8	0	15	27	0	0	36	Desulfobacterota; Desulfobulbia; Desulfobulbales; Desulfocapsaceae
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	1	0	0	0	0	0	0	12	0	0	61	0	0	0	0	0	Actinobacteriota; Rubrobacteria; Rubrobacterales; Rubrobacteriaceae; Rubrobacter
2	0	0	0	46	16	34	0	7	61	22	0	0	0	0	4	19	0	28	2	6	24	0	38	0	0	3	12	24	19	0	19	5	42	17	1	Chloroflexi; Dehalococcoidia; S085
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	61	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae
3	0	6	61	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	Proteobacteria; Gammaproteobacteria
1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	2	0	0	0	61	Campilobacterota; Campylobacteria; Campylobacterales; Arcobacteraceae
0	0	0	0	10	5	20	1	5	53	4	0	0	0	0	6	21	1	17	1	5	61	0	9	0	0	0	0	0	23	0	4	0	35	19	2	Proteobacteria; Alphaproteobacteria
